All hps: 2021-01-16 21:37:39 model=wrn-28-10-drop dataset=cifar10 attack=square_linf n_ex=10000 eps=16 p=0.06 n_iter=10000
finish load victim model
Clean accuracy: 95.97%
1: acc=63.69% acc_corr=66.36% avg#q_ae=1.07 med#q=1.0, avg_margin=2.64 (n_ex=9597, eps=0.063, 4.73s)
8089: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.35s)
8090: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.35s)
8091: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.35s)
8092: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.36s)
8093: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.36s)
8094: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.37s)
8095: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.37s)
8096: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.38s)
8097: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.38s)
8098: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.38s)
8099: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.39s)
8100: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.39s)
8101: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.40s)
8102: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.40s)
8103: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.41s)
8104: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.41s)
8105: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.42s)
8106: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.42s)
8107: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.42s)
8108: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.43s)
8109: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.43s)
8110: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.44s)
8111: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.44s)
8112: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.45s)
8113: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.45s)
8114: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.46s)
8115: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.46s)
8116: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.46s)
8117: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.47s)
8118: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.47s)
8119: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.48s)
8120: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.48s)
8121: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.49s)
8122: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.49s)
8123: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.49s)
8124: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.50s)
8125: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.50s)
8126: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.51s)
8127: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.51s)
8128: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.52s)
8129: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.52s)
8130: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.53s)
8131: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.53s)
8132: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.53s)
8133: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.54s)
8134: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.54s)
8135: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.55s)
8136: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.55s)
8137: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.56s)
8138: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.56s)
8139: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.57s)
8140: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.57s)
8141: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.57s)
8142: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.58s)
8143: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.58s)
8144: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.59s)
8145: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.59s)
8146: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.60s)
8147: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.60s)
8148: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.60s)
8149: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.61s)
8150: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.61s)
8151: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.62s)
8152: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.62s)
8153: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.63s)
8154: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.63s)
8155: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.64s)
8156: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.64s)
8157: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.65s)
8158: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.65s)
8159: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.65s)
8160: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.66s)
8161: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.66s)
8162: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.67s)
8163: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.67s)
8164: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.68s)
8165: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.68s)
8166: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.68s)
8167: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.69s)
8168: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.69s)
8169: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.70s)
8170: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.70s)
8171: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.71s)
8172: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.71s)
8173: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.72s)
8174: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.72s)
8175: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.72s)
8176: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.73s)
8177: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.73s)
8178: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.74s)
8179: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.74s)
8180: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.75s)
8181: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.75s)
8182: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.76s)
8183: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.76s)
8184: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.76s)
8185: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.77s)
8186: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.77s)
8187: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.78s)
8188: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.78s)
8189: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.79s)
8190: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.79s)
8191: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.79s)
8192: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.80s)
8193: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.80s)
8194: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.81s)
8195: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.81s)
8196: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.82s)
8197: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.82s)
8198: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.82s)
8199: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.83s)
8200: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.83s)
8201: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.84s)
8202: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.84s)
8203: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.85s)
8204: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.85s)
8205: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.86s)
8206: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.86s)
8207: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.86s)
8208: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.87s)
8209: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.87s)
8210: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.88s)
8211: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.88s)
8212: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.89s)
8213: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.89s)
8214: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.89s)
8215: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.90s)
8216: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.90s)
8217: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.91s)
8218: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.91s)
8219: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.92s)
8220: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.92s)
8221: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.92s)
8222: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.93s)
8223: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.93s)
8224: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.94s)
8225: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.94s)
8226: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.95s)
8227: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.95s)
8228: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.95s)
8229: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.96s)
8230: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.96s)
8231: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.97s)
8232: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.97s)
8233: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.98s)
8234: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.98s)
8235: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.99s)
8236: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.99s)
8237: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 406.99s)
8238: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.00s)
8239: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.00s)
8240: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.01s)
8241: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.01s)
8242: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.02s)
8243: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.02s)
8244: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.02s)
8245: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.03s)
8246: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.03s)
8247: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.04s)
8248: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.04s)
8249: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.05s)
8250: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.05s)
8251: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.05s)
8252: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.06s)
8253: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.06s)
8254: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.07s)
8255: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.07s)
8256: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.08s)
8257: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.08s)
8258: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.09s)
8259: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.09s)
8260: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.09s)
8261: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.10s)
8262: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.10s)
8263: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.11s)
8264: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.11s)
8265: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.12s)
8266: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.12s)
8267: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.12s)
8268: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.13s)
8269: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.13s)
8270: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.14s)
8271: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.14s)
8272: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.15s)
8273: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.15s)
8274: acc=0.01% acc_corr=0.01% avg#q_ae=53.13 med#q=11.0, avg_margin=-2.43 (n_ex=9597, eps=0.063, 407.16s)
